x1,x2,x3,x4,x5,x6,x7,x8,x9,group
0.5525797532796677,1.187131952856998,0.18181866984621772,1.0453669039897346,0.3448893119841524,0.5870202033063227,0.3275012167658151,0.3060304754234583,-1.271096935639415,1
-0.47514905965482646,0.12760953737266678,0.3028746316641865,1.25295564147785,0.9178537538967932,1.7886842567205645,0.5547751490863461,-0.2821125568722719,0.512517256438443,1
1.0719390867480734,0.8515965415608292,-1.8590261552099556,-1.0965355316112482,-0.7464115284274048,0.6024479094985011,-0.4415277514310598,-1.3159212959235582,-1.1545796520210618,1
-0.28662588084680246,1.3071053108479542,0.47431978282463494,-0.9357684730807503,0.3192694003820437,1.0455250387668147,-0.45116899640373204,-0.6670316892413799,-1.0938890985663805,1
-1.4908979905708102,1.136939440348861,0.6318005062697036,0.41287954621594064,-0.4331615163660878,-0.7973911165370425,0.16455344343546752,-1.3093533121182899,1.509065344342541,1
1.454579804349132,-2.4383935614587453,-2.640572537691761,-0.967112024516278,-2.63338634813842,2.226134813070806,-0.9341049497008792,-0.43594430562706843,-1.9372909449556257,1
-0.9411056138558415,0.17665795664247208,-0.9262391174353283,-0.3499610611953457,0.5651157779977457,0.47786623869386724,0.0517313803111667,-1.2437869266613668,1.3821807953552543,1
-0.7870052935514784,0.6906063341605513,-1.1643215438384213,0.17351152160410693,-1.2053875274185157,-0.20057381341681702,0.7822930728429307,-0.2532928957599926,-0.8681993802320296,1
-0.10991087105357468,0.41608107084701584,-0.923298233107273,-1.446175740892232,-1.6719004287498038,0.7338375232677792,-1.0251629500440171,-0.43574668425277746,-1.1937819789350177,1
0.49228117242033526,-1.8604126002112769,-0.193343419421631,-0.22053856030066973,0.2782683993614364,0.048176682139505815,-0.2921702935149501,0.032683594500679335,-0.5280876616655052,1
1.1333600017685315,0.15402948349122816,1.5855234525332706,0.2780641079860453,0.4356475330553179,-1.0864740855500286,0.343422179574341,0.9378834847398262,0.9933161087134956,1
0.2249941970727522,-1.1078981148405784,-0.7766568852791675,-0.05509130445944782,-0.9110869167602614,-1.229449992108395,-0.05097462389619342,-0.5889601845455097,-0.13981257546344264,1
-0.1373795577119553,-0.39366697218360286,0.7000308281040919,-1.2454560410566218,1.739532042921811,0.6698229317809659,1.2263875387954082,-0.8230991649002937,0.7635222055492945,1
-2.170535137863827,1.5685337465491604,0.19254075691985326,1.0485439171927025,-1.9856990279338498,1.1794252917213928,0.204490618098404,1.0532764153882366,0.7469284374355293,1
-0.8094019052547904,2.970019598292113,1.4630103863581663,-0.47191089984025447,0.8241215859057902,0.5684953874678123,-0.9184523914329802,0.37976852335824896,0.4739269640588821,1
-0.16175698658549995,-0.35266912444319,0.04773433087729331,0.2206977228183666,-1.1402936639322818,-0.1654589337168386,0.04806093615047423,0.9056791741231931,-1.0350689954655798,1
0.10745767722220326,-0.08554452758345327,-1.8106816785893722,-0.42102326204964025,-0.1295422042411033,0.1754544770348302,-0.6988721716899726,1.6953705062382751,-1.5141331101500286,1
0.5594553152099802,0.5437049295234683,-0.44128440391126333,-0.14385252278017854,0.8835489965846389,0.8035726824589452,0.15650159321394586,-0.22248327446458757,-0.36294113344187806,1
-0.6565833005496704,-1.4014584896723068,0.8462932825632264,0.10813457202014858,0.30515921742377666,-0.5533499749170847,1.9722682911312013,0.027395271989211156,1.506589052312671,1
